,version,precio,combustible,CV,km,lugar,año,link,modelo,marca
2064,                 Kia Sportage  1.6 MHEV Business             ,25.9, Diesel, 136 cv,                 6.645               ,                  Alicante             ,2021,https://www.coches.com/km0/seminuevo-kia-sportage-16-mhev-business-4x2-136-en-alicante.htm?id=6590673,Sportage,Kia
2065,                 Ford Fiesta  1.0 EcoBoost S/S ST             ,14.9, Gasolina, 100 cv,                 42.139               ,                  Madrid             ,2019,https://www.coches.com/coches-segunda-mano/ocasion-ford-fiesta-10-ecoboost-ss-st-line-100-en-madrid.htm?id=6588883,Fiesta,Ford
2066,                 Hyundai Tucson  1.6 GDI BD Klass 4x2             ,27.5, Gasolina, 132 cv,                 8.281               ,                  Alicante             ,2018,https://www.coches.com/coches-segunda-mano/ocasion-hyundai-tucson-16-gdi-bd-klass-4x2-en-alicante.htm?id=6583887,Tucson,Hyundai
2067,                 Hyundai Tucson  1.6 TGDI 48V Maxx             ,28.5, Gasolina, 150 cv,                 9.363               ,                  Illes Balears             ,2020,https://www.coches.com/km0/seminuevo-hyundai-tucson-16-tgdi-48v-maxx-4x2-en-illes+balears.htm?id=6583159,Tucson,Hyundai
2068,                 Mercedes Clase E 220d 9G-Tronic 194             ,49.89, Diesel, 194 cv,                 18.514               ,                  Malaga             ,2021,https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+e-e-220d-9g-tronic-194-en-malaga.htm?id=6580577,Clase,Mercedes
2069,                 Seat León  1.2 TSI S&S Style 110             ,14.3, Gasolina, 110 cv,                 40.000               ,                  Alicante             ,2018,https://www.coches.com/coches-segunda-mano/ocasion-seat-leon-12-tsi-s_s-style-110-en-alicante.htm?id=6580283,León,Seat
2070,                 Peugeot 208  1.6 BlueHDi Active 75             ,11.5, Diesel, 75 cv,                 54.315               ,                  Malaga             ,2018,https://www.coches.com/coches-segunda-mano/ocasion-peugeot-208-16-bluehdi-active-75-en-malaga.htm?id=6575489,208,Peugeot
2071,                 Kia Sportage  1.6 MHEV Black             ,23.9, Diesel, 136 cv,                 0               ,                  Palencia             ,2022,https://www.coches.com/km0/seminuevo-kia-sportage-16-mhev-black-edition-4x2-136-en-palencia.htm?id=6574627,Sportage,Kia
2072,                 Kia Stonic  1.2 DPi Concept             ,13.2, Gasolina, 84 cv,                 0               ,                  Palencia             ,2022,https://www.coches.com/km0/seminuevo-kia-stonic-12-dpi-concept-en-palencia.htm?id=6574623,Stonic,Kia
2073,                 Kia XCeed  1.0 T-GDi             ,16.9, Gasolina, 120 cv,                 0               ,                  Palencia             ,2022,https://www.coches.com/km0/seminuevo-kia-xceed-10-t-gdi-eco-dynamics-drive-en-palencia.htm?id=6574619,XCeed,Kia
2074,                 Mini Mini  Cooper Aut.             ,25.985, Gasolina, 136 cv,                 5.838               ,                  Barcelona             ,2021,https://www.coches.com/km0/seminuevo-mini-mini-cooper-aut-en-barcelona.htm?id=6568495,Mini,Mini
2075,                 Mercedes Clase GLE 350d 4Matic Aut.             ,54.0, Diesel, 258 cv,                 49.000               ,                  Murcia             ,2018,https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+gle-gle-350d-4matic-aut-en-murcia.htm?id=6565941,Clase,Mercedes
2076,                 Toyota RAV-4  150D Advance AWD             ,18.0, Diesel, 150 cv,                 110.000               ,                  Murcia             ,2014,https://www.coches.com/coches-segunda-mano/ocasion-toyota-rav-4-150d-advance-awd-en-murcia.htm?id=6565921,RAV-4,Toyota
2077,                 Mercedes Clase GLA 200d Urban             ,27.0, Diesel, 136 cv,                 82.000               ,                  Murcia             ,2017,https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+gla-gla-200d-urban-en-murcia.htm?id=6565911,Clase,Mercedes
2078,                 Citroen C4  Grand Picasso             ,19.0, Diesel, 120 cv,                 69.000               ,                  Murcia             ,2016,https://www.coches.com/coches-segunda-mano/ocasion-citroen-c4-grand-picasso-16bluehdi-feel-eat6-120-en-murcia.htm?id=6565899,C4,Citroen
2079,                 Bmw X5  xDrive 30dA             ,25.99, Diesel, 245 cv,                 119.000               ,                  Vizcaya             ,2013,https://www.coches.com/coches-segunda-mano/ocasion-bmw-x5-xdrive-30da-en-vizcaya.htm?id=6564507,X5,Bmw
2080,                 Mazda Mazda3  2.0 e-Skyactiv-G             ,21.9, Gasolina, 122 cv,                 42.661               ,                  Malaga             ,2019,https://www.coches.com/coches-segunda-mano/ocasion-mazda-mazda3-20-e-skyactiv-g-zenith-safety-black-aut-90kw-en-malaga.htm?id=6561161,Mazda3,Mazda
2081,                 Ford Fiesta  1.1 PFI GLP ST Line             ,14.85, Gasolina, 75 cv,                 11.500               ,"                  Coruña, A             ",2020,https://www.coches.com/coches-segunda-mano/ocasion-ford-fiesta-11-pfi-glp-st-line-en-coruna+a.htm?id=6560455,Fiesta,Ford
2082,                 Ford Fiesta  1.1 Ti-VCT Trend             ,14.9, Gasolina, 75 cv,                 10.800               ,                  Cordoba             ,2021,https://www.coches.com/coches-segunda-mano/ocasion-ford-fiesta-11-ti-vct-trend-en-cordoba.htm?id=6559243,Fiesta,Ford
2083,                 Seat Ateca  2.0TDI CR S&S             ,29.99, Diesel, 150 cv,                 4.804               ,                  Madrid             ,2020,https://www.coches.com/km0/seminuevo-seat-ateca-20tdi-cr-s_s-xcellence-dsg-150-en-madrid.htm?id=6556243,Ateca,Seat
2084,                 Bmw X1  sDrive 18d             ,31.5, Diesel, 150 cv,                 33.330               ,                  Barcelona             ,2018,https://www.coches.com/coches-segunda-mano/ocasion-bmw-x1-sdrive-18d-en-barcelona.htm?id=6553181,X1,Bmw
2085,                 Toyota Yaris  1.5 Active             ,13.49, Gasolina, 111 cv,                 54.678               ,                  Asturias             ,2017,https://www.coches.com/coches-segunda-mano/ocasion-toyota-yaris-15-active-en-asturias.htm?id=6552799,Yaris,Toyota
2086,                 Citroen C4  1.5 BlueHDI S&S             ,23.7, Diesel, 130 cv,                 8.380               ,                  Madrid             ,2021,https://www.coches.com/km0/seminuevo-citroen-c4-15-bluehdi-s_s-shine-eat8-130-en-madrid.htm?id=6552215,C4,Citroen
2087,                 Peugeot 2008  1.6 BlueHDI Style 100             ,12.9, Diesel, 100 cv,                 110.000               ,                  Pontevedra             ,2019,https://www.coches.com/coches-segunda-mano/ocasion-peugeot-2008-16-bluehdi-style-100-en-pontevedra.htm?id=6552037,2008,Peugeot
2088,                 Kia Niro E- Emotion             ,30.0, Eléctrico, 136 cv,                 4.775               ,                  Alicante             ,2020,https://www.coches.com/km0/seminuevo-kia-niro-e--emotion-en-alicante.htm?id=6547387,Niro,Kia
2089,                 Jaguar F-Pace  2.0D l4 MHEV             ,67.9, Diesel, 204 cv,                 18.692               ,                  Cordoba             ,2021,https://www.coches.com/coches-segunda-mano/ocasion-jaguar-f-pace-20d-l4-mhev-standard-se-aut-awd-204-en-cordoba.htm?id=6537347,F-Pace,Jaguar
2090,                 Renault Mégane  1.3 TCe GPF Zen             ,21.5, Gasolina, 140 cv,                 4.100               ,                  Asturias             ,2021,https://www.coches.com/km0/seminuevo-renault-megane-13-tce-gpf-zen-103kw-en-asturias.htm?id=6536595,Mégane,Renault
2091,                 Kia Sportage  1.6 GDi Concept Plus             ,18.99, Gasolina, 132 cv,                 20.305               ,                  Valencia             ,2019,https://www.coches.com/coches-segunda-mano/ocasion-kia-sportage-16-gdi-concept-plus-4x2-en-valencia.htm?id=6535889,Sportage,Kia
2092,                 Mercedes Clase GLC 220d 4Matic Aut.             ,32.99, Diesel, 170 cv,                 150.000               ,                  Badajoz             ,2016,https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+glc-glc-220d-4matic-aut-en-badajoz.htm?id=6534829,Clase,Mercedes
2093,                 Volkswagen Golf  1.6TDI Advance             ,14.99, Diesel, 115 cv,                 109.000               ,                  Badajoz             ,2017,https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-golf-16tdi-advance-85kw-en-badajoz.htm?id=6534453,Golf,Volkswagen
2094,                 Bmw Serie 1 116d             ,15.99, Diesel, 116 cv,                 120.000               ,                  Badajoz             ,2017,https://www.coches.com/coches-segunda-mano/ocasion-bmw-serie+1-116d-en-badajoz.htm?id=6528225,Serie1,Bmw
2095,                 Mercedes Clase GLA 200CDI AMG             ,19.995, Diesel, 136 cv,                 112.999               ,"                  Palmas, Las             ",2015,https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+gla-gla-200cdi-amg-line-en-palmas+las.htm?id=6524329,Clase,Mercedes
2096,                 Bmw Serie 1 116d             ,28.95, Diesel, 116 cv,                 7.000               ,"                  Palmas, Las             ",2020,https://www.coches.com/km0/seminuevo-bmw-serie+1-116d-en-palmas+las.htm?id=6521165,Serie1,Bmw
2097,                 Seat Ibiza  1.0 EcoTSI S&S Style             ,12.45, Gasolina, 95 cv,                 82.040               ,                  Valencia             ,2017,https://www.coches.com/coches-segunda-mano/ocasion-seat-ibiza-10-ecotsi-s_s-style-95-en-valencia.htm?id=6520589,Ibiza,Seat
2098,                 Fiat 500  1.0 Hybrid Dolcevita             ,13.99, Gasolina, 70 cv,                 13.062               ,                  Madrid             ,2021,https://www.coches.com/coches-segunda-mano/ocasion-fiat-500-10-hybrid-dolcevita-52kw-en-madrid.htm?id=6520063,500,Fiat
2099,                 Volkswagen  2.0TDI BMT Sport 4M             ,19.752, Diesel, 190 cv,                 143.000               ,                  Badajoz             ,2015,https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-passat-20tdi-bmt-sport-4m-dsg-140kw-en-badajoz.htm?id=6513739,2.0TDI,Volkswagen
2100,                 Porsche 911  Carrera S Cabriolet             ,177.0, Gasolina, 450 cv,                 11.500               ,                  Zaragoza             ,2021,https://www.coches.com/coches-segunda-mano/ocasion-porsche-911-carrera-s-cabriolet-pdk-en-zaragoza.htm?id=6192331,911,Porsche
2101,                 Volkswagen  2.0TDI Advance DSG             ,24.0, Diesel, 150 cv,                 89.000               ,                  Navarra             ,2016,https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-tiguan-20tdi-advance-dsg-110kw-en-navarra.htm?id=6139114,2.0TDI,Volkswagen
2102,                 Renault Scénic Grand  dCi Limited             ,23.8, Diesel, 120 cv,                 101               ,                  Murcia             ,2020,https://www.coches.com/km0/seminuevo-renault-scenic-grand--dci-limited-blue-88kw-en-murcia.htm?id=6137104,Scénic,Renault
2103,                 Peugeot 508  SW Hybrid 225 GT             ,36.9, Híbrido, 224 cv,                 26.000               ,                  Madrid             ,2020,https://www.coches.com/coches-segunda-mano/ocasion-peugeot-508-sw-hybrid-225-gt-e-eat8-en-madrid.htm?id=6098248,508,Peugeot
2104,                 Mercedes Clase CLA 180             ,24.9, Gasolina, 122 cv,                 128.488               ,                  Sevilla             ,2017,https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+cla-cla-180-en-sevilla.htm?id=6076240,Clase,Mercedes
2105,                 Mercedes Clase CLA 35 AMG 4Matic+             ,72.4, Gasolina, 306 cv,                 0               ,                  Sevilla             ,2022,https://www.coches.com/km0/seminuevo-mercedes-clase+cla-cla-35-amg-4matic+-7g-dct-en-sevilla.htm?id=6055960,Clase,Mercedes
2106,                 Audi Q2  35 TFSI Design S             ,28.9, Gasolina, 150 cv,                 46.090               ,                  Valencia             ,2019,https://www.coches.com/coches-segunda-mano/ocasion-audi-q2-35-tfsi-design-s-tronic-110kw-en-valencia.htm?id=6041470,Q2,Audi
2107,                 Mercedes Clase A 180d 7G-DCT             ,39.4, Diesel, 116 cv,                 0               ,                  Sevilla             ,2022,https://www.coches.com/km0/seminuevo-mercedes-clase+a-a-180d-7g-dct-en-sevilla.htm?id=6040162,Clase,Mercedes
2108,                 Nissan Juke  1.5dCi Acenta 4x2             ,15.8, Diesel, 110 cv,                 79.200               ,                  Huelva             ,2019,https://www.coches.com/coches-segunda-mano/ocasion-nissan-juke-15dci-acenta-4x2-en-huelva.htm?id=6033262,Juke,Nissan
2109,                 Mercedes Clase GLA 200 7G-DCT             ,45.3, Gasolina, 163 cv,                 0               ,                  Sevilla             ,2022,https://www.coches.com/km0/seminuevo-mercedes-clase+gla-gla-200-7g-dct-en-sevilla.htm?id=6027258,Clase,Mercedes
2110,                 Peugeot Partner  Tepee 1.6BlueHDI             ,15.9, Diesel, 75 cv,                 90.640               ,                  Valencia             ,2017,https://www.coches.com/coches-segunda-mano/ocasion-peugeot-partner-tepee-16bluehdi-access-75-en-valencia.htm?id=5936535,Partner,Peugeot
2111,                 Skoda Superb  Combi 1.5 TSI Style             ,26.0, Gasolina, 150 cv,                 19.369               ,                  Madrid             ,2019,https://www.coches.com/coches-segunda-mano/ocasion-skoda-superb-combi-15-tsi-style-dsg7-110kw-en-madrid.htm?id=5896079,Superb,Skoda
2112,                 Audi A4  40 TDI Advanced S             ,28.0, Diesel, 190 cv,                 16.487               ,                  Madrid             ,2018,https://www.coches.com/coches-segunda-mano/ocasion-audi-a4-40-tdi-advanced-s-tronic-140kw-en-madrid.htm?id=5848443,A4,Audi
2113,                 Audi A3  Sportback 30 g-tron S             ,21.99, Gasolina, 131 cv,                 14.100               ,                  Madrid             ,2019,https://www.coches.com/coches-segunda-mano/ocasion-audi-a3-sportback-30-g-tron-s-tronic-96kw-en-madrid.htm?id=5767859,A3,Audi
